region,price,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state,age
western slope,10255,ford,good,8 cylinders,diesel,58579.0,clean,automatic,rwd,bus,white,co,10.0
hartford,39990,ford,good,6 cylinders,diesel,65368.0,clean,automatic,rwd,bus,white,ct,6.0
hartford,13800,ford,excellent,8 cylinders,gas,112000.0,clean,automatic,rwd,bus,white,ct,10.0
"washington, DC",18995,dodge,good,6 cylinders,diesel,112778.0,clean,automatic,rwd,bus,white,dc,14.0
"washington, DC",4500,chevrolet,good,8 cylinders,gas,87500.0,clean,automatic,rwd,bus,white,dc,23.0
"washington, DC",18995,dodge,good,6 cylinders,diesel,112778.0,clean,automatic,rwd,bus,white,dc,14.0
delaware,42990,NA manufacturer,good,6 cylinders,diesel,65368.0,clean,automatic,rwd,bus,white,de,6.0
daytona beach,14999,NA manufacturer,good,8 cylinders,diesel,153181.0,clean,automatic,rwd,bus,white,fl,8.0
daytona beach,15999,NA manufacturer,good,6 cylinders,diesel,263870.0,clean,automatic,rwd,bus,white,fl,9.0
daytona beach,15999,NA manufacturer,good,6 cylinders,diesel,257415.0,clean,automatic,rwd,bus,white,fl,9.0
daytona beach,9500,NA manufacturer,good,8 cylinders,gas,184000.0,clean,automatic,,bus,white,fl,21.0
daytona beach,16499,NA manufacturer,good,8 cylinders,diesel,117486.0,clean,automatic,rwd,bus,white,fl,8.0
daytona beach,14999,NA manufacturer,good,8 cylinders,diesel,149543.0,clean,automatic,rwd,bus,white,fl,8.0
daytona beach,13999,NA manufacturer,excellent,8 cylinders,diesel,235815.0,clean,automatic,rwd,bus,white,fl,8.0
daytona beach,15499,NA manufacturer,excellent,8 cylinders,diesel,140015.0,clean,automatic,rwd,bus,white,fl,8.0
daytona beach,10999,ford,good,8 cylinders,gas,140679.0,clean,automatic,rwd,bus,white,fl,9.0
ft myers / SW florida,3500,NA manufacturer,fair,,diesel,165000.0,clean,automatic,,bus,yellow,fl,19.0
ft myers / SW florida,14900,ford,excellent,10 cylinders,gas,155000.0,clean,automatic,rwd,bus,white,fl,5.0
ft myers / SW florida,15900,ford,excellent,10 cylinders,gas,155000.0,clean,automatic,rwd,bus,white,fl,5.0
ft myers / SW florida,23977,ford,good,10 cylinders,gas,37039.0,clean,automatic,rwd,bus,white,fl,10.0
gainesville,24500,ford,,6 cylinders,gas,79467.0,clean,automatic,,bus,white,fl,5.0
jacksonville,6800,NA manufacturer,excellent,6 cylinders,diesel,180000.0,clean,automatic,rwd,bus,yellow,fl,17.0
jacksonville,5500,NA manufacturer,excellent,6 cylinders,diesel,220000.0,clean,automatic,rwd,bus,yellow,fl,23.0
ocala,24500,ford,,6 cylinders,gas,79467.0,clean,automatic,,bus,white,fl,5.0
ocala,24500,ford,,6 cylinders,gas,79467.0,clean,automatic,,bus,white,fl,5.0
orlando,11500,ford,good,6 cylinders,diesel,182300.0,clean,automatic,rwd,bus,white,fl,17.0
orlando,24500,ford,,6 cylinders,gas,79467.0,clean,automatic,,bus,white,fl,5.0
orlando,5950,ford,excellent,10 cylinders,gas,358135.0,clean,automatic,rwd,bus,white,fl,17.0
orlando,24500,ford,,6 cylinders,gas,79467.0,clean,automatic,,bus,white,fl,5.0
orlando,12000,ford,excellent,8 cylinders,gas,116780.0,clean,automatic,rwd,bus,white,fl,9.0
orlando,11500,ford,good,6 cylinders,diesel,182300.0,clean,automatic,rwd,bus,white,fl,17.0
orlando,24500,ford,,6 cylinders,gas,79467.0,clean,automatic,,bus,white,fl,5.0
orlando,24500,ford,,6 cylinders,gas,79467.0,clean,automatic,,bus,white,fl,5.0
orlando,27500,ford,,8 cylinders,gas,34323.0,rebuilt,automatic,,bus,,fl,6.0
south florida,13500,ford,excellent,10 cylinders,gas,249000.0,clean,automatic,rwd,bus,white,fl,13.0
south florida,10750,ford,like new,8 cylinders,gas,219.0,clean,automatic,,bus,white,fl,9.0
st augustine,4500,gmc,good,8 cylinders,gas,240000.0,clean,automatic,rwd,bus,,fl,20.0
tallahassee,5500,NA manufacturer,excellent,6 cylinders,diesel,220000.0,clean,automatic,rwd,bus,yellow,fl,23.0
tallahassee,6800,NA manufacturer,excellent,6 cylinders,diesel,180000.0,clean,automatic,rwd,bus,yellow,fl,17.0
tampa bay area,4200,kia,like new,6 cylinders,gas,159000.0,clean,automatic,fwd,bus,blue,fl,14.0
athens,0,chevrolet,good,8 cylinders,gas,89358.0,clean,automatic,rwd,bus,white,ga,12.0
atlanta,14995,chevrolet,like new,8 cylinders,gas,42000.0,clean,automatic,4wd,bus,white,ga,21.0
atlanta,21900,chevrolet,excellent,,gas,110938.0,clean,automatic,,bus,white,ga,7.0
columbus,6800,NA manufacturer,excellent,6 cylinders,diesel,180000.0,clean,automatic,rwd,bus,yellow,ga,17.0
savannah / hinesville,38000,gmc,good,,gas,43000.0,clean,automatic,,bus,,ga,19.0
savannah / hinesville,16500,ford,excellent,8 cylinders,gas,61000.0,clean,automatic,rwd,bus,white,ga,9.0
hawaii,408,mercedes-benz,like new,6 cylinders,diesel,1200.0,clean,automatic,rwd,bus,grey,hi,3.0
hawaii,17995,ford,excellent,8 cylinders,diesel,96398.0,clean,automatic,rwd,bus,white,hi,19.0
chicago,12900,ford,,,gas,187094.0,clean,other,,bus,white,il,8.0
chicago,14999,chevrolet,,8 cylinders,gas,67285.0,clean,automatic,,bus,grey,il,15.0
chicago,4800,NA manufacturer,good,6 cylinders,diesel,166000.0,clean,automatic,rwd,bus,yellow,il,15.0
chicago,4800,NA manufacturer,good,6 cylinders,diesel,146000.0,clean,automatic,,bus,yellow,il,15.0
chicago,20000,NA manufacturer,excellent,4 cylinders,gas,58571.0,clean,automatic,fwd,bus,white,il,8.0
chicago,18000,ford,excellent,4 cylinders,gas,116200.0,clean,automatic,fwd,bus,white,il,9.0
chicago,9990,chevrolet,good,8 cylinders,gas,102000.0,clean,automatic,rwd,bus,silver,il,15.0
chicago,16999,chevrolet,,8 cylinders,diesel,167740.0,clean,other,,bus,blue,il,12.0
chicago,16999,chevrolet,,8 cylinders,other,53540.0,clean,other,,bus,white,il,11.0
chicago,8995,ford,good,10 cylinders,gas,157000.0,clean,automatic,rwd,bus,white,il,11.0
chicago,10900,ford,,,gas,213795.0,clean,automatic,,bus,white,il,8.0
chicago,12900,ford,,8 cylinders,gas,189727.0,clean,automatic,rwd,bus,white,il,8.0
chicago,14900,ford,,,gas,164710.0,clean,automatic,,bus,white,il,8.0
la salle co,2000,ford,fair,8 cylinders,gas,180000.0,clean,automatic,rwd,bus,white,il,24.0
peoria,4900,NA manufacturer,,,diesel,,clean,other,,bus,yellow,il,11.0
rockford,21900,chevrolet,excellent,8 cylinders,gas,110938.0,clean,automatic,rwd,bus,white,il,7.0
rockford,14900,ford,,,gas,174105.0,clean,other,,bus,grey,il,10.0
rockford,13900,ford,,,diesel,133427.0,clean,other,,bus,white,il,12.0
rockford,8995,ford,,,diesel,170459.0,clean,other,,bus,white,il,13.0
rockford,7900,ford,,,diesel,166404.0,clean,other,,bus,yellow,il,12.0
"st louis, MO",22950,ford,excellent,10 cylinders,gas,64351.0,clean,automatic,rwd,bus,,il,11.0
fort wayne,15900,ford,,,gas,149608.0,clean,other,,bus,white,in,8.0
indianapolis,8995,ford,good,10 cylinders,gas,157000.0,clean,automatic,rwd,bus,white,in,11.0
indianapolis,22950,ford,excellent,10 cylinders,gas,64351.0,clean,automatic,rwd,bus,,in,11.0
indianapolis,39990,NA manufacturer,good,6 cylinders,diesel,65368.0,clean,automatic,rwd,bus,white,in,6.0
indianapolis,500,NA manufacturer,,,gas,2021.0,clean,other,,bus,,in,0.0
indianapolis,7995,ford,excellent,8 cylinders,gas,135000.0,clean,automatic,rwd,bus,white,in,19.0
indianapolis,14900,ford,excellent,10 cylinders,gas,174105.0,clean,automatic,rwd,bus,grey,in,10.0
indianapolis,500,NA manufacturer,,,gas,2021.0,clean,other,,bus,,in,0.0
south bend / michiana,5995,ford,good,8 cylinders,gas,130829.0,clean,automatic,rwd,bus,white,in,22.0
south bend / michiana,5995,ford,good,8 cylinders,gas,130879.0,clean,automatic,rwd,bus,white,in,22.0
ames,2400,NA manufacturer,good,8 cylinders,diesel,158288.0,clean,automatic,rwd,bus,white,ia,19.0
cedar rapids,9900,ford,,,gas,218279.0,clean,other,,bus,white,ia,8.0
des moines,10900,ford,,,gas,213795.0,clean,automatic,,bus,white,ia,8.0
des moines,4900,NA manufacturer,,,diesel,,clean,automatic,,bus,yellow,ia,11.0
des moines,22950,ford,excellent,10 cylinders,gas,64351.0,clean,automatic,rwd,bus,,ia,11.0
des moines,39990,NA manufacturer,good,6 cylinders,diesel,65368.0,clean,automatic,rwd,bus,white,ia,6.0
des moines,13900,ford,,,diesel,133427.0,clean,other,,bus,white,ia,12.0
iowa city,4900,NA manufacturer,,,diesel,,clean,other,,bus,yellow,ia,11.0
iowa city,4900,NA manufacturer,,,diesel,,clean,other,,bus,yellow,ia,11.0
omaha / council bluffs,22950,ford,excellent,10 cylinders,gas,64351.0,clean,automatic,rwd,bus,,ia,11.0
omaha / council bluffs,39990,NA manufacturer,good,6 cylinders,diesel,65368.0,clean,automatic,rwd,bus,white,ia,6.0
"kansas city, MO",14900,ford,,,gas,164710.0,clean,automatic,,bus,white,ks,8.0
"kansas city, MO",12000,ford,good,,gas,141000.0,clean,automatic,4wd,bus,white,ks,14.0
"kansas city, MO",5000,NA manufacturer,good,6 cylinders,diesel,,clean,automatic,rwd,bus,yellow,ks,21.0
"kansas city, MO",22950,ford,excellent,10 cylinders,gas,64351.0,clean,automatic,rwd,bus,,ks,11.0
manhattan,14995,ford,good,10 cylinders,gas,174431.0,clean,automatic,rwd,bus,white,ks,14.0
wichita,22950,ford,excellent,10 cylinders,gas,64351.0,clean,automatic,rwd,bus,,ks,11.0
louisville,14750,mercedes-benz,excellent,6 cylinders,gas,59000.0,clean,automatic,rwd,bus,silver,ky,17.0
louisville,39990,NA manufacturer,good,6 cylinders,diesel,65368.0,clean,automatic,rwd,bus,white,ky,6.0
monroe,4500,NA manufacturer,good,6 cylinders,diesel,122603.0,clean,automatic,rwd,bus,yellow,la,23.0
new orleans,42990,NA manufacturer,good,6 cylinders,diesel,65368.0,clean,automatic,rwd,bus,white,la,6.0
maine,5500,chevrolet,good,6 cylinders,gas,35000.0,clean,automatic,,bus,white,me,22.0
maine,39990,NA manufacturer,good,6 cylinders,diesel,65368.0,clean,automatic,rwd,bus,white,me,6.0
baltimore,42990,NA manufacturer,good,6 cylinders,diesel,65368.0,clean,automatic,rwd,bus,white,md,6.0
western maryland,2000,NA manufacturer,,,gas,,clean,automatic,,bus,white,md,19.0
boston,13995,gmc,excellent,8 cylinders,gas,57562.0,clean,automatic,rwd,bus,white,ma,18.0
boston,10995,ford,good,8 cylinders,gas,154000.0,clean,automatic,rwd,bus,white,ma,13.0
cape cod / islands,25500,ford,good,8 cylinders,gas,131500.0,clean,automatic,fwd,bus,black,ma,17.0
south coast,12995,NA manufacturer,good,8 cylinders,diesel,230000.0,clean,automatic,rwd,bus,white,ma,14.0
western massachusetts,9900,ford,,8 cylinders,gas,80000.0,clean,automatic,rwd,bus,white,ma,14.0
western massachusetts,9900,ford,,10 cylinders,gas,130000.0,clean,automatic,rwd,bus,white,ma,9.0
western massachusetts,10900,ford,,8 cylinders,gas,80000.0,clean,automatic,rwd,bus,white,ma,14.0
western massachusetts,10900,ford,,8 cylinders,gas,80000.0,clean,automatic,rwd,bus,white,ma,14.0
western massachusetts,10900,ford,,10 cylinders,gas,130000.0,clean,automatic,rwd,bus,white,ma,9.0
western massachusetts,12900,ford,,8 cylinders,gas,50000.0,clean,automatic,rwd,bus,white,ma,14.0
western massachusetts,10900,ford,,8 cylinders,gas,80000.0,clean,automatic,rwd,bus,white,ma,14.0
battle creek,36997,NA manufacturer,excellent,6 cylinders,diesel,62243.0,rebuilt,automatic,rwd,bus,yellow,mi,6.0
battle creek,11997,ford,excellent,10 cylinders,gas,160349.0,clean,automatic,rwd,bus,white,mi,11.0
battle creek,11997,ford,excellent,10 cylinders,gas,160349.0,clean,automatic,rwd,bus,white,mi,11.0
battle creek,11997,ford,excellent,10 cylinders,gas,160349.0,clean,automatic,rwd,bus,white,mi,11.0
detroit metro,7250,ford,excellent,10 cylinders,gas,184101.0,clean,automatic,rwd,bus,white,mi,11.0
detroit metro,6900,chevrolet,excellent,8 cylinders,gas,171000.0,clean,automatic,,bus,white,mi,10.0
grand rapids,36997,NA manufacturer,excellent,6 cylinders,diesel,62243.0,rebuilt,automatic,rwd,bus,yellow,mi,6.0
grand rapids,11997,ford,excellent,10 cylinders,gas,160349.0,clean,automatic,rwd,bus,white,mi,11.0
grand rapids,14900,ford,,,gas,164710.0,clean,automatic,,bus,white,mi,8.0
grand rapids,11997,ford,excellent,10 cylinders,gas,160349.0,clean,automatic,rwd,bus,white,mi,11.0
grand rapids,5400,chevrolet,,8 cylinders,gas,235550.0,clean,automatic,rwd,bus,white,mi,9.0
grand rapids,39990,NA manufacturer,good,6 cylinders,diesel,65368.0,clean,automatic,rwd,bus,white,mi,6.0
grand rapids,5400,chevrolet,,8 cylinders,gas,235550.0,clean,automatic,rwd,bus,white,mi,9.0
lansing,22950,ford,excellent,10 cylinders,gas,64351.0,clean,automatic,rwd,bus,,mi,11.0
upper peninsula,0,dodge,new,3 cylinders,gas,100000.0,clean,manual,fwd,bus,black,mi,3.0
minneapolis / st paul,47000,NA manufacturer,like new,8 cylinders,diesel,115.0,clean,automatic,fwd,bus,red,mn,17.0
minneapolis / st paul,9750,ford,good,10 cylinders,gas,259700.0,clean,automatic,fwd,bus,white,mn,11.0
st cloud,3999,ford,excellent,4 cylinders,gas,270000.0,clean,automatic,fwd,bus,white,mn,12.0
hattiesburg,13900,ford,,,gas,171409.0,clean,other,,bus,white,ms,8.0
springfield,22950,ford,excellent,10 cylinders,gas,64351.0,clean,automatic,rwd,bus,,mo,11.0
st louis,42990,NA manufacturer,good,6 cylinders,diesel,65368.0,clean,automatic,rwd,bus,white,mo,6.0
eastern montana,7500,ford,good,8 cylinders,gas,200400.0,clean,automatic,rwd,bus,white,mt,15.0
charlotte,7500,NA manufacturer,,6 cylinders,diesel,176593.0,clean,automatic,rwd,bus,yellow,nc,14.0
charlotte,16000,ford,good,10 cylinders,gas,167826.0,clean,automatic,rwd,bus,white,nc,9.0
raleigh / durham / CH,0,chevrolet,good,8 cylinders,gas,89358.0,clean,automatic,rwd,bus,white,nc,12.0
raleigh / durham / CH,11995,NA manufacturer,excellent,6 cylinders,diesel,143869.0,clean,automatic,rwd,bus,,nc,13.0
raleigh / durham / CH,22999,NA manufacturer,excellent,6 cylinders,diesel,37592.0,clean,automatic,,bus,white,nc,12.0
raleigh / durham / CH,19500,chevrolet,excellent,8 cylinders,diesel,77000.0,clean,automatic,rwd,bus,white,nc,17.0
raleigh / durham / CH,39990,NA manufacturer,good,6 cylinders,diesel,65368.0,clean,automatic,rwd,bus,white,nc,6.0
raleigh / durham / CH,19500,chevrolet,excellent,8 cylinders,diesel,77000.0,clean,automatic,rwd,bus,white,nc,17.0
lincoln,22950,ford,excellent,10 cylinders,gas,64351.0,clean,automatic,rwd,bus,,ne,11.0
las vegas,13700,NA manufacturer,excellent,,diesel,180000.0,clean,automatic,,bus,white,nv,9.0
las vegas,26000,ford,excellent,10 cylinders,other,150371.0,clean,automatic,rwd,bus,white,nv,7.0
central NJ,16000,NA manufacturer,good,,gas,140000.0,clean,automatic,,bus,yellow,nj,11.0
central NJ,7500,NA manufacturer,good,,diesel,86032.0,clean,automatic,,bus,yellow,nj,16.0
central NJ,26900,ford,excellent,8 cylinders,gas,72284.0,clean,automatic,rwd,bus,white,nj,8.0
central NJ,25700,ford,excellent,8 cylinders,gas,72284.0,clean,automatic,rwd,bus,white,nj,8.0
central NJ,11800,chevrolet,excellent,8 cylinders,gas,52000.0,clean,automatic,rwd,bus,white,nj,24.0
central NJ,26895,ford,excellent,8 cylinders,gas,72284.0,clean,automatic,rwd,bus,white,nj,8.0
central NJ,39990,NA manufacturer,good,6 cylinders,diesel,65368.0,clean,automatic,rwd,bus,white,nj,6.0
central NJ,17500,ford,good,10 cylinders,gas,141000.0,clean,automatic,rwd,bus,white,nj,21.0
central NJ,0,NA manufacturer,fair,6 cylinders,diesel,66673.0,clean,automatic,,bus,white,nj,4.0
central NJ,7500,NA manufacturer,good,,diesel,86032.0,clean,automatic,,bus,yellow,nj,16.0
central NJ,27895,ford,excellent,8 cylinders,gas,72284.0,clean,automatic,rwd,bus,white,nj,8.0
central NJ,30500,nissan,like new,6 cylinders,gas,12500.0,clean,automatic,rwd,bus,grey,nj,4.0
jersey shore,19500,NA manufacturer,excellent,6 cylinders,diesel,46274.0,clean,automatic,,bus,green,nj,23.0
north jersey,3500,NA manufacturer,excellent,8 cylinders,diesel,200265.0,clean,automatic,fwd,bus,yellow,nj,21.0
north jersey,18999,ford,good,10 cylinders,gas,150512.0,clean,automatic,rwd,bus,white,nj,6.0
south jersey,25900,ford,excellent,10 cylinders,gas,66000.0,clean,automatic,rwd,bus,white,nj,9.0
south jersey,5000,chevrolet,good,8 cylinders,gas,86772.0,clean,automatic,,bus,black,nj,16.0
south jersey,17500,NA manufacturer,fair,6 cylinders,diesel,197739.0,clean,automatic,,bus,white,nj,16.0
albuquerque,27500,ford,good,8 cylinders,diesel,105177.0,clean,automatic,rwd,bus,white,nm,13.0
albuquerque,4900,NA manufacturer,,,diesel,,clean,other,,bus,yellow,nm,11.0
albuquerque,6000,ford,good,8 cylinders,diesel,253668.0,clean,automatic,rwd,bus,white,nm,14.0
albany,7500,chevrolet,good,8 cylinders,diesel,277900.0,clean,automatic,rwd,bus,white,ny,12.0
albany,39990,NA manufacturer,good,6 cylinders,diesel,65368.0,clean,automatic,rwd,bus,white,ny,6.0
buffalo,4500,ford,good,8 cylinders,diesel,228136.0,clean,automatic,rwd,bus,black,ny,16.0
buffalo,38000,ford,good,10 cylinders,gas,83000.0,clean,automatic,rwd,bus,black,ny,8.0
long island,25500,chevrolet,good,8 cylinders,gas,25464.0,clean,automatic,rwd,bus,white,ny,9.0
long island,8500,NA manufacturer,good,6 cylinders,diesel,191200.0,clean,automatic,rwd,bus,white,ny,11.0
long island,6500,NA manufacturer,excellent,8 cylinders,diesel,99625.0,clean,automatic,rwd,bus,yellow,ny,12.0
long island,39990,NA manufacturer,good,6 cylinders,diesel,65368.0,clean,automatic,rwd,bus,white,ny,6.0
long island,0,ford,excellent,6 cylinders,gas,55017.0,clean,automatic,,bus,white,ny,6.0
long island,14999,ford,,6 cylinders,gas,63000.0,clean,automatic,,bus,black,ny,7.0
new york city,15000,gmc,excellent,8 cylinders,gas,5631.0,clean,automatic,rwd,bus,yellow,ny,19.0
new york city,175,honda,new,4 cylinders,gas,500.0,clean,manual,fwd,bus,black,ny,3.0
new york city,175,honda,new,4 cylinders,gas,500.0,clean,manual,fwd,bus,black,ny,3.0
new york city,175,honda,new,4 cylinders,gas,500.0,clean,manual,fwd,bus,black,ny,3.0
new york city,175,honda,new,4 cylinders,gas,500.0,clean,manual,fwd,bus,black,ny,3.0
new york city,175,honda,new,4 cylinders,gas,500.0,clean,manual,fwd,bus,black,ny,3.0
new york city,175,honda,new,4 cylinders,gas,500.0,clean,manual,fwd,bus,black,ny,3.0
new york city,175,honda,new,4 cylinders,gas,500.0,clean,manual,fwd,bus,black,ny,3.0
new york city,175,honda,new,4 cylinders,gas,500.0,clean,manual,fwd,bus,black,ny,3.0
new york city,175,honda,new,4 cylinders,gas,500.0,clean,manual,fwd,bus,black,ny,3.0
new york city,175,honda,new,4 cylinders,gas,500.0,clean,manual,fwd,bus,black,ny,3.0
new york city,175,honda,new,4 cylinders,gas,500.0,clean,manual,fwd,bus,black,ny,3.0
new york city,175,honda,new,4 cylinders,gas,500.0,clean,manual,fwd,bus,black,ny,3.0
new york city,175,honda,new,4 cylinders,gas,500.0,clean,manual,fwd,bus,black,ny,3.0
new york city,175,honda,new,4 cylinders,gas,500.0,clean,manual,fwd,bus,black,ny,3.0
new york city,175,honda,new,4 cylinders,gas,500.0,clean,manual,fwd,bus,black,ny,3.0
new york city,175,honda,new,4 cylinders,gas,500.0,clean,manual,fwd,bus,black,ny,3.0
new york city,175,honda,new,4 cylinders,gas,500.0,clean,manual,fwd,bus,black,ny,3.0
new york city,175,honda,new,4 cylinders,gas,500.0,clean,manual,fwd,bus,black,ny,3.0
plattsburgh-adirondacks,39990,NA manufacturer,good,6 cylinders,diesel,65368.0,clean,automatic,rwd,bus,white,ny,6.0
rochester,3600,ford,fair,10 cylinders,gas,230781.0,clean,automatic,rwd,bus,white,ny,18.0
new hampshire,6500,NA manufacturer,excellent,8 cylinders,diesel,108000.0,clean,automatic,rwd,bus,yellow,nh,19.0
new hampshire,6500,NA manufacturer,excellent,6 cylinders,diesel,388746.0,clean,automatic,rwd,bus,white,nh,9.0
