region,price,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state,age
anchorage / mat-su,11500,pontiac,excellent,,gas,13655.0,clean,manual,,convertible,red,ak,14.0
anchorage / mat-su,25999,ford,excellent,4 cylinders,gas,66022.0,clean,automatic,rwd,convertible,red,ak,5.0
anchorage / mat-su,7900,volkswagen,,8 cylinders,gas,62691.0,clean,automatic,fwd,convertible,yellow,ak,17.0
anchorage / mat-su,12500,saturn,like new,4 cylinders,gas,73495.0,clean,manual,rwd,convertible,silver,ak,14.0
anchorage / mat-su,14900,ford,,12 cylinders,gas,81651.0,clean,automatic,rwd,convertible,silver,ak,18.0
anchorage / mat-su,25999,ford,excellent,4 cylinders,gas,66022.0,clean,automatic,rwd,convertible,red,ak,5.0
anchorage / mat-su,18000,ford,excellent,8 cylinders,gas,94000.0,clean,manual,rwd,convertible,white,ak,21.0
anchorage / mat-su,10000,pontiac,good,4 cylinders,gas,49000.0,clean,manual,rwd,convertible,blue,ak,14.0
anchorage / mat-su,14900,ford,,12 cylinders,gas,81651.0,clean,automatic,rwd,convertible,silver,ak,18.0
anchorage / mat-su,21995,fiat,,,gas,15000.0,clean,manual,,convertible,black,ak,4.0
anchorage / mat-su,22995,mazda,,4 cylinders,gas,6831.0,clean,automatic,rwd,convertible,grey,ak,8.0
anchorage / mat-su,22995,mazda,,4 cylinders,gas,6831.0,clean,automatic,rwd,convertible,grey,ak,8.0
anchorage / mat-su,22995,mazda,,4 cylinders,gas,6831.0,clean,automatic,rwd,convertible,grey,ak,8.0
anchorage / mat-su,22995,mazda,,4 cylinders,gas,6831.0,clean,automatic,rwd,convertible,grey,ak,8.0
anchorage / mat-su,23900,chevrolet,good,8 cylinders,gas,43242.0,clean,manual,rwd,convertible,black,ak,17.0
anchorage / mat-su,22995,mazda,,4 cylinders,gas,6831.0,clean,automatic,rwd,convertible,grey,ak,8.0
anchorage / mat-su,26900,mercedes-benz,,6 cylinders,gas,44992.0,clean,automatic,rwd,convertible,white,ak,8.0
fairbanks,12995,mercedes-benz,good,4 cylinders,gas,87095.0,clean,automatic,rwd,convertible,white,ak,17.0
fairbanks,39995,jeep,good,other,hybrid,36759.0,clean,automatic,4wd,convertible,white,ak,3.0
southeast alaska,9700,mazda,excellent,4 cylinders,gas,41500.0,clean,manual,,convertible,red,ak,15.0
flagstaff / sedona,5000,ford,good,6 cylinders,gas,100000.0,clean,manual,rwd,convertible,black,az,24.0
flagstaff / sedona,10950,bmw,excellent,6 cylinders,gas,120009.0,clean,automatic,rwd,convertible,red,az,11.0
flagstaff / sedona,36990,ford,good,other,other,12049.0,clean,other,rwd,convertible,black,az,3.0
flagstaff / sedona,229500,ferrari,,8 cylinders,gas,7910.0,salvage,automatic,rwd,convertible,red,az,4.0
flagstaff / sedona,39950,chevrolet,,8 cylinders,gas,4210.0,salvage,manual,rwd,convertible,yellow,az,3.0
flagstaff / sedona,13300,mini,excellent,4 cylinders,gas,59931.0,clean,manual,fwd,convertible,grey,az,8.0
flagstaff / sedona,28590,volkswagen,good,,gas,29912.0,clean,other,fwd,convertible,red,az,3.0
flagstaff / sedona,42590,mercedes-benz,good,6 cylinders,gas,24048.0,clean,other,rwd,convertible,black,az,7.0
flagstaff / sedona,43990,mercedes-benz,good,8 cylinders,other,33867.0,clean,other,rwd,convertible,,az,9.0
flagstaff / sedona,20590,volkswagen,good,4 cylinders,gas,43470.0,clean,automatic,fwd,convertible,black,az,7.0
flagstaff / sedona,21495,ford,good,4 cylinders,gas,63210.0,clean,automatic,,convertible,silver,az,4.0
flagstaff / sedona,26990,volkswagen,good,,gas,18794.0,clean,other,fwd,convertible,,az,4.0
flagstaff / sedona,46990,mercedes-benz,good,8 cylinders,other,28834.0,clean,other,rwd,convertible,blue,az,8.0
flagstaff / sedona,43590,mercedes-benz,good,other,other,29030.0,clean,automatic,rwd,convertible,silver,az,9.0
flagstaff / sedona,19990,volkswagen,good,4 cylinders,gas,24294.0,clean,automatic,fwd,convertible,blue,az,9.0
flagstaff / sedona,42990,ford,good,8 cylinders,gas,6790.0,clean,other,rwd,convertible,black,az,2.0
flagstaff / sedona,30990,audi,good,6 cylinders,gas,37573.0,clean,automatic,,convertible,,az,8.0
mohave county,19999,maserati,like new,8 cylinders,gas,37837.0,clean,other,rwd,convertible,grey,az,20.0
mohave county,21000,chevrolet,excellent,8 cylinders,gas,29600.0,clean,manual,rwd,convertible,,az,23.0
mohave county,6895,lexus,like new,8 cylinders,gas,182906.0,clean,automatic,rwd,convertible,white,az,19.0
mohave county,6895,bmw,excellent,6 cylinders,gas,93942.0,clean,automatic,rwd,convertible,black,az,17.0
mohave county,16000,ford,good,8 cylinders,gas,55070.0,clean,automatic,rwd,convertible,white,az,24.0
mohave county,5500,ford,good,6 cylinders,gas,185000.0,clean,automatic,rwd,convertible,black,az,20.0
mohave county,5000,jaguar,good,8 cylinders,gas,105000.0,clean,automatic,rwd,convertible,custom,az,24.0
mohave county,13500,ford,like new,8 cylinders,gas,90000.0,clean,automatic,rwd,convertible,grey,az,19.0
phoenix,9900,nissan,good,6 cylinders,gas,141575.0,clean,automatic,,convertible,,az,18.0
phoenix,7900,lexus,excellent,8 cylinders,gas,175000.0,clean,automatic,rwd,convertible,blue,az,20.0
phoenix,11995,chrysler,,6 cylinders,gas,68397.0,clean,automatic,rwd,convertible,black,az,17.0
phoenix,17500,jeep,excellent,6 cylinders,gas,44000.0,clean,automatic,4wd,convertible,green,az,20.0
phoenix,8900,fiat,like new,4 cylinders,gas,53000.0,clean,manual,fwd,convertible,green,az,7.0
phoenix,14500,mini,excellent,4 cylinders,gas,47453.0,clean,automatic,fwd,convertible,blue,az,9.0
phoenix,10999,chrysler,like new,6 cylinders,gas,94000.0,clean,automatic,fwd,convertible,white,az,10.0
phoenix,9800,mercedes-benz,excellent,8 cylinders,gas,85000.0,clean,automatic,rwd,convertible,,az,19.0
phoenix,500,fiat,,4 cylinders,gas,100000.0,clean,automatic,rwd,convertible,custom,az,5.0
phoenix,10950,nissan,good,6 cylinders,gas,69500.0,clean,automatic,rwd,convertible,silver,az,17.0
phoenix,8999,NA manufacturer,excellent,6 cylinders,gas,60000.0,salvage,manual,rwd,convertible,red,az,18.0
phoenix,7990,mercedes-benz,,6 cylinders,gas,94792.0,,automatic,rwd,convertible,grey,az,19.0
phoenix,17950,cadillac,,8 cylinders,gas,97993.0,clean,automatic,rwd,convertible,black,az,16.0
phoenix,39900,porsche,good,6 cylinders,gas,78784.0,clean,manual,4wd,convertible,,az,16.0
phoenix,2950,toyota,good,6 cylinders,gas,259000.0,salvage,automatic,fwd,convertible,white,az,15.0
phoenix,5695,lexus,good,8 cylinders,gas,232000.0,clean,automatic,rwd,convertible,white,az,20.0
phoenix,23991,audi,,4 cylinders,gas,42560.0,clean,automatic,fwd,convertible,brown,az,8.0
phoenix,3000,chrysler,excellent,4 cylinders,gas,115000.0,clean,automatic,fwd,convertible,white,az,16.0
phoenix,74800,porsche,like new,6 cylinders,gas,22931.0,clean,automatic,4wd,convertible,black,az,8.0
phoenix,12000,ford,excellent,8 cylinders,gas,139900.0,clean,automatic,rwd,convertible,blue,az,20.0
phoenix,28999,chevrolet,,8 cylinders,gas,57009.0,clean,automatic,rwd,convertible,silver,az,5.0
phoenix,9800,bmw,excellent,6 cylinders,gas,53772.0,clean,automatic,rwd,convertible,blue,az,19.0
phoenix,0,chevrolet,,,gas,35894.0,clean,automatic,rwd,convertible,black,az,2.0
phoenix,500,fiat,,4 cylinders,gas,100000.0,clean,automatic,rwd,convertible,custom,az,5.0
phoenix,7400,ford,excellent,6 cylinders,gas,144000.0,clean,automatic,rwd,convertible,red,az,24.0
phoenix,14990,mercedes-benz,good,6 cylinders,gas,95200.0,clean,automatic,rwd,convertible,black,az,20.0
phoenix,5900,chrysler,excellent,other,gas,104693.0,clean,automatic,,convertible,,az,12.0
phoenix,19400,chevrolet,excellent,8 cylinders,gas,89000.0,clean,automatic,rwd,convertible,silver,az,11.0
phoenix,10500,ford,excellent,8 cylinders,gas,159400.0,clean,automatic,rwd,convertible,silver,az,20.0
phoenix,0,ford,good,8 cylinders,gas,75000.0,clean,automatic,rwd,convertible,custom,az,20.0
phoenix,14823,nissan,excellent,6 cylinders,gas,37334.0,clean,automatic,rwd,convertible,black,az,18.0
phoenix,500,fiat,,4 cylinders,gas,100000.0,clean,automatic,rwd,convertible,custom,az,5.0
phoenix,27997,mini,,,gas,8656.0,clean,other,fwd,convertible,,az,3.0
phoenix,0,jeep,,,gas,60153.0,clean,automatic,4wd,convertible,,az,5.0
phoenix,500,fiat,,4 cylinders,gas,100000.0,clean,automatic,rwd,convertible,custom,az,5.0
phoenix,14125,infiniti,excellent,6 cylinders,gas,104333.0,clean,automatic,rwd,convertible,silver,az,13.0
phoenix,21500,mazda,excellent,4 cylinders,gas,25213.0,clean,manual,rwd,convertible,white,az,10.0
phoenix,14750,jaguar,excellent,8 cylinders,gas,48700.0,lien,automatic,rwd,convertible,blue,az,23.0
phoenix,97990,mercedes-benz,,8 cylinders,gas,18432.0,,automatic,rwd,convertible,grey,az,24.0
phoenix,9500,mercedes-benz,good,8 cylinders,gas,79000.0,clean,automatic,,convertible,black,az,21.0
phoenix,500,fiat,,4 cylinders,gas,100000.0,clean,automatic,rwd,convertible,custom,az,5.0
phoenix,0,chevrolet,,,gas,500.0,clean,automatic,rwd,convertible,,az,3.0
phoenix,0,lexus,like new,8 cylinders,gas,70201.0,clean,automatic,rwd,convertible,silver,az,20.0
phoenix,15000,lexus,excellent,,gas,105000.0,clean,automatic,,convertible,white,az,17.0
phoenix,500,fiat,,4 cylinders,gas,100000.0,clean,automatic,rwd,convertible,custom,az,5.0
phoenix,29999,chevrolet,excellent,8 cylinders,gas,66213.0,clean,automatic,rwd,convertible,red,az,6.0
phoenix,28999,chevrolet,excellent,8 cylinders,gas,57009.0,clean,automatic,rwd,convertible,silver,az,5.0
prescott,1500,volkswagen,good,4 cylinders,gas,1011.0,clean,automatic,fwd,convertible,white,az,24.0
prescott,26990,ford,good,4 cylinders,gas,39685.0,clean,other,rwd,convertible,black,az,3.0
prescott,119995,chevrolet,new,8 cylinders,gas,167.0,clean,automatic,rwd,convertible,orange,az,1.0
prescott,22500,chevrolet,excellent,8 cylinders,gas,48022.0,clean,manual,rwd,convertible,red,az,18.0
prescott,20590,volkswagen,good,4 cylinders,gas,43470.0,clean,automatic,fwd,convertible,black,az,7.0
prescott,10400,audi,excellent,6 cylinders,gas,93400.0,clean,automatic,4wd,convertible,grey,az,18.0
prescott,45990,chevrolet,good,8 cylinders,gas,19666.0,clean,other,rwd,convertible,yellow,az,8.0
prescott,19990,volkswagen,good,4 cylinders,gas,24294.0,clean,automatic,fwd,convertible,blue,az,9.0
prescott,30990,audi,good,6 cylinders,gas,37573.0,clean,automatic,,convertible,,az,8.0
show low,7000,chrysler,good,4 cylinders,gas,84500.0,clean,automatic,fwd,convertible,white,az,13.0
show low,11999,bmw,,6 cylinders,gas,143828.0,clean,manual,rwd,convertible,silver,az,24.0
show low,14499,cadillac,excellent,8 cylinders,gas,126000.0,clean,automatic,rwd,convertible,,az,16.0
show low,8995,NA manufacturer,,4 cylinders,gas,80109.0,clean,automatic,fwd,convertible,silver,az,14.0
sierra vista,10990,porsche,,,other,110617.0,clean,manual,rwd,convertible,,az,22.0
sierra vista,45990,chevrolet,good,8 cylinders,gas,19666.0,clean,other,rwd,convertible,yellow,az,8.0
sierra vista,30990,audi,good,6 cylinders,gas,37573.0,clean,automatic,,convertible,,az,8.0
tucson,5995,ford,excellent,6 cylinders,gas,117525.0,clean,automatic,,convertible,,az,18.0
tucson,12999,volvo,excellent,6 cylinders,gas,65000.0,clean,automatic,fwd,convertible,red,az,11.0
tucson,43000,bmw,excellent,6 cylinders,gas,39800.0,clean,automatic,rwd,convertible,black,az,7.0
tucson,11990,volvo,excellent,,gas,73363.0,clean,automatic,,convertible,,az,10.0
tucson,10990,porsche,,,other,110617.0,clean,manual,rwd,convertible,,az,22.0
tucson,14990,ford,excellent,6 cylinders,gas,78000.0,clean,automatic,rwd,convertible,blue,az,9.0
tucson,5800,saturn,good,4 cylinders,gas,111446.0,clean,automatic,rwd,convertible,grey,az,15.0
tucson,49995,porsche,,6 cylinders,gas,32944.0,clean,manual,rwd,convertible,black,az,16.0
tucson,15000,lexus,excellent,,gas,105000.0,clean,automatic,,convertible,white,az,17.0
tucson,12950,mazda,like new,4 cylinders,gas,111330.0,clean,automatic,rwd,convertible,grey,az,11.0
tucson,13995,ford,excellent,4 cylinders,gas,88850.0,clean,automatic,rwd,convertible,blue,az,9.0
tucson,29995,bmw,,4 cylinders,gas,51387.0,clean,automatic,rwd,convertible,white,az,4.0
tucson,15999,jeep,like new,6 cylinders,gas,106034.0,clean,manual,4wd,convertible,black,az,18.0
tucson,11000,chevrolet,excellent,6 cylinders,gas,63400.0,rebuilt,automatic,,convertible,yellow,az,7.0
tucson,12500,chevrolet,good,,gas,94610.0,clean,automatic,rwd,convertible,white,az,23.0
tucson,5995,toyota,,6 cylinders,gas,166801.0,clean,automatic,fwd,convertible,blue,az,16.0
tucson,26990,ford,good,4 cylinders,gas,39685.0,clean,other,rwd,convertible,black,az,3.0
tucson,14999,chevrolet,excellent,other,gas,99570.0,clean,automatic,rwd,convertible,black,az,9.0
tucson,9999,ford,,6 cylinders,gas,103020.0,clean,automatic,rwd,convertible,silver,az,12.0
tucson,9999,mazda,,other,gas,70071.0,clean,automatic,,convertible,red,az,16.0
tucson,1500,mazda,fair,4 cylinders,gas,99300.0,clean,automatic,rwd,convertible,blue,az,22.0
tucson,5995,chrysler,,6 cylinders,gas,82775.0,clean,automatic,fwd,convertible,white,az,20.0
tucson,7995,ford,excellent,6 cylinders,gas,117525.0,clean,automatic,,convertible,,az,18.0
tucson,12490,ford,excellent,6 cylinders,gas,130608.0,clean,automatic,rwd,convertible,,az,11.0
tucson,22995,chevrolet,,8 cylinders,gas,40896.0,clean,automatic,rwd,convertible,blue,az,18.0
tucson,7500,ford,excellent,6 cylinders,gas,142000.0,clean,automatic,rwd,convertible,white,az,16.0
tucson,29296,ford,,other,gas,59534.0,clean,manual,rwd,convertible,red,az,15.0
tucson,30590,mazda,good,,other,2667.0,clean,other,rwd,convertible,,az,3.0
tucson,15500,chevrolet,excellent,8 cylinders,gas,57000.0,clean,manual,rwd,convertible,red,az,23.0
tucson,8995,NA manufacturer,,4 cylinders,gas,80109.0,clean,automatic,fwd,convertible,silver,az,14.0
tucson,39590,mercedes-benz,good,3 cylinders,other,42300.0,clean,other,rwd,convertible,,az,4.0
tucson,12490,ford,excellent,6 cylinders,gas,130608.0,clean,automatic,rwd,convertible,,az,11.0
tucson,12950,mazda,like new,4 cylinders,gas,111330.0,clean,automatic,rwd,convertible,grey,az,11.0
tucson,16999,nissan,,,gas,120962.0,clean,automatic,fwd,convertible,blue,az,12.0
tucson,15590,fiat,good,4 cylinders,gas,35326.0,clean,other,fwd,convertible,white,az,8.0
tucson,10500,saturn,excellent,4 cylinders,gas,8200.0,clean,manual,rwd,convertible,silver,az,15.0
tucson,5995,toyota,,6 cylinders,gas,166801.0,clean,automatic,fwd,convertible,blue,az,16.0
tucson,10995,ford,excellent,6 cylinders,gas,115000.0,clean,automatic,rwd,convertible,silver,az,8.0
tucson,15755,volkswagen,,4 cylinders,gas,63809.0,clean,automatic,fwd,convertible,white,az,7.0
tucson,16441,mini,,4 cylinders,gas,64962.0,clean,automatic,fwd,convertible,white,az,7.0
tucson,7752,mercedes-benz,,6 cylinders,gas,112068.0,clean,automatic,rwd,convertible,black,az,17.0
tucson,14999,chevrolet,excellent,other,gas,99570.0,clean,automatic,rwd,convertible,black,az,9.0
tucson,19590,audi,good,3 cylinders,other,63904.0,clean,other,fwd,convertible,white,az,10.0
tucson,16550,ford,excellent,8 cylinders,gas,41935.0,clean,manual,rwd,convertible,,az,16.0
tucson,29995,bmw,,4 cylinders,gas,51387.0,clean,automatic,rwd,convertible,white,az,4.0
tucson,17000,bmw,excellent,6 cylinders,gas,54000.0,clean,manual,rwd,convertible,custom,az,9.0
tucson,15590,bmw,good,6 cylinders,gas,70955.0,clean,other,rwd,convertible,black,az,12.0
tucson,15990,bmw,good,6 cylinders,gas,64931.0,clean,other,rwd,convertible,silver,az,11.0
tucson,38590,mercedes-benz,good,4 cylinders,other,23471.0,clean,other,,convertible,red,az,11.0
tucson,21000,bmw,new,6 cylinders,gas,59700.0,clean,other,rwd,convertible,black,az,20.0
tucson,1750,bmw,fair,6 cylinders,gas,166000.0,clean,automatic,rwd,convertible,black,az,24.0
tucson,49995,porsche,,6 cylinders,gas,32944.0,clean,manual,rwd,convertible,black,az,16.0
yuma,1750,chrysler,good,4 cylinders,gas,93000.0,salvage,automatic,fwd,convertible,purple,az,17.0
yuma,6995,pontiac,excellent,4 cylinders,gas,137000.0,clean,automatic,fwd,convertible,silver,az,15.0
yuma,6995,pontiac,excellent,4 cylinders,gas,137000.0,clean,automatic,fwd,convertible,silver,az,15.0
yuma,5795,chrysler,good,8 cylinders,gas,144000.0,clean,manual,,convertible,black,az,16.0
fayetteville,24399,mazda,,,gas,12525.0,clean,automatic,rwd,convertible,,ar,6.0
fayetteville,12995,infiniti,good,6 cylinders,gas,127172.0,clean,automatic,rwd,convertible,blue,ar,13.0
fayetteville,28925,bmw,,,gas,38029.0,clean,automatic,rwd,convertible,,ar,6.0
fayetteville,82665,chevrolet,,,gas,13131.0,clean,manual,rwd,convertible,,ar,6.0
fayetteville,29771,jeep,,,gas,61643.0,clean,automatic,4wd,convertible,,ar,7.0
fayetteville,36197,jeep,,,hybrid,13829.0,clean,automatic,4wd,convertible,,ar,3.0
fayetteville,37553,jeep,,,gas,36767.0,clean,automatic,4wd,convertible,,ar,7.0
fayetteville,4999,ford,,6 cylinders,gas,157858.0,clean,automatic,rwd,convertible,green,ar,21.0
fayetteville,9995,mercedes-benz,good,6 cylinders,gas,132765.0,clean,automatic,rwd,convertible,silver,ar,17.0
fayetteville,76128,bmw,,,gas,4013.0,clean,automatic,rwd,convertible,,ar,2.0
fayetteville,78423,chevrolet,,,gas,30200.0,clean,automatic,rwd,convertible,black,ar,7.0
fayetteville,24415,mazda,,,gas,12525.0,clean,automatic,rwd,convertible,,ar,6.0
fayetteville,76128,bmw,,,gas,4013.0,clean,automatic,rwd,convertible,,ar,2.0
fayetteville,78423,chevrolet,,,gas,30200.0,clean,automatic,rwd,convertible,black,ar,7.0
fayetteville,20500,lexus,like new,8 cylinders,gas,46000.0,clean,automatic,rwd,convertible,silver,ar,19.0
fayetteville,76128,bmw,,,gas,4013.0,clean,automatic,rwd,convertible,,ar,2.0
fayetteville,78423,chevrolet,,,gas,30200.0,clean,automatic,rwd,convertible,black,ar,7.0
fayetteville,103799,porsche,good,4 cylinders,other,42958.0,clean,automatic,rwd,convertible,white,ar,4.0
fayetteville,17995,porsche,excellent,6 cylinders,gas,83776.0,clean,automatic,rwd,convertible,black,ar,21.0
fort smith,17995,porsche,excellent,6 cylinders,gas,83776.0,clean,automatic,rwd,convertible,black,ar,21.0
little rock,24399,mazda,,,gas,12525.0,clean,automatic,rwd,convertible,,ar,6.0
little rock,5950,bmw,good,6 cylinders,gas,152000.0,clean,manual,,convertible,blue,ar,19.0
little rock,13000,honda,good,4 cylinders,gas,221470.0,clean,manual,,convertible,silver,ar,19.0
little rock,25500,chevrolet,excellent,,gas,47576.0,clean,manual,,convertible,yellow,ar,20.0
little rock,28925,bmw,,,gas,38029.0,clean,automatic,rwd,convertible,,ar,6.0
little rock,82665,chevrolet,,,gas,13131.0,clean,manual,rwd,convertible,,ar,6.0
little rock,29771,jeep,,,gas,61643.0,clean,automatic,4wd,convertible,,ar,7.0
little rock,36197,jeep,,,hybrid,13829.0,clean,automatic,4wd,convertible,,ar,3.0
little rock,37553,jeep,,,gas,36767.0,clean,automatic,4wd,convertible,,ar,7.0
little rock,4999,ford,,6 cylinders,gas,157858.0,clean,automatic,rwd,convertible,green,ar,21.0
little rock,76128,bmw,,,gas,4013.0,clean,automatic,rwd,convertible,,ar,2.0
little rock,78423,chevrolet,,,gas,30200.0,clean,automatic,rwd,convertible,black,ar,7.0
little rock,24415,mazda,,,gas,12525.0,clean,automatic,rwd,convertible,,ar,6.0
little rock,83880,chevrolet,,,gas,13131.0,clean,manual,rwd,convertible,,ar,6.0
little rock,36455,jeep,,,hybrid,13829.0,clean,automatic,4wd,convertible,,ar,3.0
little rock,37647,jeep,,,gas,36767.0,clean,automatic,4wd,convertible,,ar,7.0
little rock,3950,ford,good,8 cylinders,gas,167000.0,clean,automatic,rwd,convertible,silver,ar,23.0
little rock,76128,bmw,,,gas,4013.0,clean,automatic,rwd,convertible,,ar,2.0
little rock,78423,chevrolet,,,gas,30200.0,clean,automatic,rwd,convertible,black,ar,7.0
